video_name,camera_id,frame,timestamp_rel,timestamp_abs,track_id,x1,y1,x2,y2,bbox_area
exam scene1.mp4,0,27,0.8666666666666667,2025-12-26 22:06:51.526507,6,347,115,421,231,8584
exam scene1.mp4,0,27,0.8666666666666667,2025-12-26 22:06:51.526507,7,286,73,324,133,2280
exam scene1.mp4,0,27,0.8666666666666667,2025-12-26 22:06:51.526507,9,244,158,314,241,5810
exam scene1.mp4,0,27,0.8666666666666667,2025-12-26 22:06:51.526507,11,294,32,335,76,1804
exam scene1.mp4,0,28,0.9,2025-12-26 22:06:52.320453,1,442,136,517,291,11625
exam scene1.mp4,0,28,0.9,2025-12-26 22:06:52.320453,2,504,201,573,316,7935
exam scene1.mp4,0,28,0.9,2025-12-26 22:06:52.320453,3,94,38,140,89,2346
exam scene1.mp4,0,28,0.9,2025-12-26 22:06:52.320453,4,251,104,316,174,4550
exam scene1.mp4,0,28,0.9,2025-12-26 22:06:52.320453,5,251,238,338,330,8004
exam scene1.mp4,0,28,0.9,2025-12-26 22:06:52.320453,6,347,115,421,231,8584
exam scene1.mp4,0,28,0.9,2025-12-26 22:06:52.320453,7,286,74,325,133,2301
exam scene1.mp4,0,28,0.9,2025-12-26 22:06:52.320453,9,245,158,314,241,5727
exam scene1.mp4,0,28,0.9,2025-12-26 22:06:52.320453,11,295,32,336,76,1804
exam scene1.mp4,0,29,0.9333333333333333,2025-12-26 22:06:53.035365,1,442,139,517,291,11400
exam scene1.mp4,0,29,0.9333333333333333,2025-12-26 22:06:53.035365,2,504,201,572,316,7820
exam scene1.mp4,0,29,0.9333333333333333,2025-12-26 22:06:53.035365,3,94,38,140,89,2346
exam scene1.mp4,0,29,0.9333333333333333,2025-12-26 22:06:53.035365,4,251,105,316,175,4550
exam scene1.mp4,0,29,0.9333333333333333,2025-12-26 22:06:53.035365,5,251,238,338,330,8004
exam scene1.mp4,0,29,0.9333333333333333,2025-12-26 22:06:53.035365,6,347,115,421,232,8658
exam scene1.mp4,0,29,0.9333333333333333,2025-12-26 22:06:53.035365,7,286,74,325,133,2301
exam scene1.mp4,0,29,0.9333333333333333,2025-12-26 22:06:53.035365,9,245,158,314,240,5658
exam scene1.mp4,0,29,0.9333333333333333,2025-12-26 22:06:53.035365,11,295,32,336,76,1804
exam scene1.mp4,0,30,0.9666666666666667,2025-12-26 22:06:53.706671,1,443,141,516,291,10950
exam scene1.mp4,0,30,0.9666666666666667,2025-12-26 22:06:53.706671,2,504,201,572,316,7820
