frame,person_id,type
285,2,Excessive Hand Movement
285,3,Excessive Head Turn
285,3,Excessive Hand Movement
285,6,Excessive Head Turn
285,6,Excessive Hand Movement
286,1,Excessive Head Turn
286,1,Excessive Hand Movement
286,2,Excessive Head Turn
286,2,Excessive Hand Movement
286,3,Excessive Head Turn
286,3,Excessive Hand Movement
286,6,Excessive Head Turn
286,6,Excessive Hand Movement
286,18,Excessive Head Turn
286,18,Excessive Hand Movement
287,2,Excessive Head Turn
287,2,Excessive Hand Movement
287,3,Excessive Head Turn
287,3,Excessive Hand Movement
287,6,Excessive Head Turn
287,6,Excessive Hand Movement
287,18,Excessive Head Turn
287,18,Excessive Hand Movement
288,1,Excessive Head Turn
288,1,Excessive Hand Movement
288,3,Excessive Head Turn
288,3,Excessive Hand Movement
288,6,Excessive Head Turn
288,6,Excessive Hand Movement
288,18,Excessive Head Turn
288,18,Excessive Hand Movement
289,2,Excessive Head Turn
289,2,Excessive Hand Movement
289,3,Excessive Head Turn
289,3,Excessive Hand Movement
289,6,Excessive Head Turn
289,6,Excessive Hand Movement
289,18,Excessive Head Turn
289,18,Excessive Hand Movement
290,1,Excessive Head Turn
290,1,Excessive Hand Movement
290,2,Excessive Head Turn
290,2,Excessive Hand Movement
290,3,Excessive Head Turn
290,3,Excessive Hand Movement
291,2,Excessive Head Turn
291,2,Excessive Hand Movement
291,3,Excessive Head Turn
291,3,Excessive Hand Movement
291,6,Excessive Head Turn
291,6,Excessive Hand Movement
292,1,Excessive Head Turn
292,1,Excessive Hand Movement
292,2,Excessive Head Turn
292,2,Excessive Hand Movement
292,3,Excessive Head Turn
292,3,Excessive Hand Movement
292,6,Excessive Head Turn
292,6,Excessive Hand Movement
293,1,Excessive Head Turn
293,1,Excessive Hand Movement
293,2,Excessive Head Turn
293,2,Excessive Hand Movement
293,3,Excessive Head Turn
293,3,Excessive Hand Movement
293,6,Excessive Head Turn
293,6,Excessive Hand Movement
294,1,Excessive Head Turn
294,1,Excessive Hand Movement
294,2,Excessive Head Turn
294,2,Excessive Hand Movement
294,3,Excessive Head Turn
294,3,Excessive Hand Movement
294,6,Excessive Head Turn
294,6,Excessive Hand Movement
295,1,Excessive Head Turn
295,1,Excessive Hand Movement
295,2,Excessive Head Turn
295,2,Excessive Hand Movement
295,3,Excessive Head Turn
295,3,Excessive Hand Movement
295,6,Excessive Head Turn
295,6,Excessive Hand Movement
296,1,Excessive Head Turn
296,1,Excessive Hand Movement
296,2,Excessive Head Turn
296,2,Excessive Hand Movement
296,3,Excessive Head Turn
296,3,Excessive Hand Movement
296,6,Excessive Head Turn
296,6,Excessive Hand Movement
296,18,Excessive Head Turn
296,18,Excessive Hand Movement
297,1,Excessive Head Turn
297,1,Excessive Hand Movement
297,2,Excessive Head Turn
297,2,Excessive Hand Movement
297,3,Excessive Head Turn
297,3,Excessive Hand Movement
297,6,Excessive Head Turn
297,6,Excessive Hand Movement
298,1,Excessive Head Turn
298,1,Excessive Hand Movement
298,2,Excessive Head Turn
298,2,Excessive Hand Movement
298,3,Excessive Head Turn
298,3,Excessive Hand Movement
298,6,Excessive Head Turn
298,6,Excessive Hand Movement
298,18,Excessive Head Turn
298,18,Excessive Hand Movement
299,1,Excessive Head Turn
299,1,Excessive Hand Movement
299,2,Excessive Head Turn
299,2,Excessive Hand Movement
299,18,Excessive Head Turn
299,18,Excessive Hand Movement
300,1,Excessive Head Turn
300,1,Excessive Hand Movement
300,2,Excessive Head Turn
300,2,Excessive Hand Movement
300,3,Excessive Head Turn
300,3,Excessive Hand Movement
300,6,Excessive Head Turn
300,6,Excessive Hand Movement
300,18,Excessive Head Turn
300,18,Excessive Hand Movement
301,1,Excessive Head Turn
301,1,Excessive Hand Movement
301,2,Excessive Head Turn
301,2,Excessive Hand Movement
301,3,Excessive Head Turn
301,3,Excessive Hand Movement
301,6,Excessive Head Turn
301,6,Excessive Hand Movement
301,18,Excessive Head Turn
301,18,Excessive Hand Movement
302,1,Excessive Head Turn
302,1,Excessive Hand Movement
302,3,Excessive Head Turn
302,3,Excessive Hand Movement
302,6,Excessive Head Turn
302,6,Excessive Hand Movement
302,18,Excessive Head Turn
302,18,Excessive Hand Movement
303,1,Excessive Head Turn
303,1,Excessive Hand Movement
303,2,Excessive Head Turn
303,2,Excessive Hand Movement
303,3,Excessive Head Turn
303,3,Excessive Hand Movement
303,6,Excessive Head Turn
303,6,Excessive Hand Movement
303,18,Excessive Head Turn
303,18,Excessive Hand Movement
304,1,Excessive Head Turn
304,1,Excessive Hand Movement
304,2,Excessive Head Turn
304,2,Excessive Hand Movement
304,3,Excessive Head Turn
304,3,Excessive Hand Movement
304,6,Excessive Head Turn
304,6,Excessive Hand Movement
304,18,Excessive Head Turn
304,18,Excessive Hand Movement
305,1,Excessive Head Turn
305,1,Excessive Hand Movement
306,1,Excessive Head Turn
306,1,Excessive Hand Movement
306,2,Excessive Head Turn
306,2,Excessive Hand Movement
306,3,Excessive Head Turn
306,3,Excessive Hand Movement
306,6,Excessive Head Turn
306,6,Excessive Hand Movement
306,18,Excessive Head Turn
306,18,Excessive Hand Movement
307,1,Excessive Head Turn
307,1,Excessive Hand Movement
307,2,Excessive Head Turn
307,2,Excessive Hand Movement
307,3,Excessive Head Turn
307,3,Excessive Hand Movement
308,2,Excessive Head Turn
308,2,Excessive Hand Movement
308,3,Excessive Head Turn
308,3,Excessive Hand Movement
308,6,Excessive Head Turn
308,6,Excessive Hand Movement
308,18,Excessive Head Turn
308,18,Excessive Hand Movement
309,1,Excessive Head Turn
309,1,Excessive Hand Movement
309,3,Excessive Head Turn
309,3,Excessive Hand Movement
309,6,Excessive Head Turn
309,6,Excessive Hand Movement
309,18,Excessive Head Turn
309,18,Excessive Hand Movement
310,1,Excessive Head Turn
310,1,Excessive Hand Movement
310,3,Excessive Head Turn
310,3,Excessive Hand Movement
310,6,Excessive Head Turn
310,6,Excessive Hand Movement
310,18,Excessive Head Turn
310,18,Excessive Hand Movement
311,1,Excessive Head Turn
311,1,Excessive Hand Movement
311,2,Excessive Head Turn
311,2,Excessive Hand Movement
311,3,Excessive Head Turn
311,3,Excessive Hand Movement
311,6,Excessive Head Turn
311,6,Excessive Hand Movement
312,1,Excessive Head Turn
312,1,Excessive Hand Movement
312,2,Excessive Head Turn
312,2,Excessive Hand Movement
312,3,Excessive Head Turn
312,3,Excessive Hand Movement
312,6,Excessive Head Turn
312,6,Excessive Hand Movement
312,18,Excessive Head Turn
312,18,Excessive Hand Movement
313,1,Excessive Head Turn
313,1,Excessive Hand Movement
314,2,Excessive Head Turn
314,2,Excessive Hand Movement
314,3,Excessive Head Turn
314,3,Excessive Hand Movement
314,6,Excessive Head Turn
314,6,Excessive Hand Movement
315,2,Excessive Head Turn
315,2,Excessive Hand Movement
315,3,Excessive Head Turn
315,3,Excessive Hand Movement
315,6,Excessive Head Turn
315,6,Excessive Hand Movement
316,1,Excessive Head Turn
316,1,Excessive Hand Movement
316,2,Excessive Head Turn
316,2,Excessive Hand Movement
316,3,Excessive Head Turn
316,3,Excessive Hand Movement
316,6,Excessive Head Turn
316,6,Excessive Hand Movement
316,18,Excessive Head Turn
316,18,Excessive Hand Movement
317,1,Excessive Head Turn
317,1,Excessive Hand Movement
317,2,Excessive Head Turn
317,2,Excessive Hand Movement
317,3,Excessive Head Turn
317,3,Excessive Hand Movement
317,6,Excessive Head Turn
317,6,Excessive Hand Movement
318,2,Excessive Head Turn
318,2,Excessive Hand Movement
318,3,Excessive Head Turn
318,3,Excessive Hand Movement
318,6,Excessive Head Turn
318,6,Excessive Hand Movement
318,18,Excessive Head Turn
318,18,Excessive Hand Movement
319,1,Excessive Head Turn
319,1,Excessive Hand Movement
319,3,Excessive Head Turn
319,3,Excessive Hand Movement
319,6,Excessive Head Turn
319,6,Excessive Hand Movement
319,18,Excessive Head Turn
319,18,Excessive Hand Movement
320,1,Excessive Head Turn
320,1,Excessive Hand Movement
320,2,Excessive Head Turn
320,2,Excessive Hand Movement
320,3,Excessive Head Turn
320,3,Excessive Hand Movement
320,6,Excessive Head Turn
320,6,Excessive Hand Movement
321,2,Excessive Head Turn
321,2,Excessive Hand Movement
321,3,Excessive Head Turn
321,3,Excessive Hand Movement
321,6,Excessive Head Turn
321,6,Excessive Hand Movement
321,18,Excessive Head Turn
321,18,Excessive Hand Movement
322,1,Excessive Head Turn
322,1,Excessive Hand Movement
322,2,Excessive Head Turn
322,2,Excessive Hand Movement
322,3,Excessive Head Turn
322,3,Excessive Hand Movement
322,6,Excessive Head Turn
322,6,Excessive Hand Movement
322,18,Excessive Head Turn
322,18,Excessive Hand Movement
323,1,Excessive Head Turn
323,1,Excessive Hand Movement
323,3,Excessive Head Turn
323,3,Excessive Hand Movement
323,6,Excessive Head Turn
323,6,Excessive Hand Movement
323,18,Excessive Head Turn
323,18,Excessive Hand Movement
324,1,Excessive Head Turn
324,1,Excessive Hand Movement
324,3,Excessive Head Turn
324,3,Excessive Hand Movement
324,6,Excessive Head Turn
324,6,Excessive Hand Movement
325,1,Excessive Head Turn
325,1,Excessive Hand Movement
325,2,Excessive Head Turn
325,2,Excessive Hand Movement
325,3,Excessive Head Turn
325,3,Excessive Hand Movement
325,6,Excessive Head Turn
325,6,Excessive Hand Movement
325,18,Excessive Head Turn
325,18,Excessive Hand Movement
326,1,Excessive Head Turn
326,1,Excessive Hand Movement
326,2,Excessive Head Turn
326,2,Excessive Hand Movement
326,3,Excessive Head Turn
326,3,Excessive Hand Movement
326,6,Excessive Head Turn
326,6,Excessive Hand Movement
326,18,Excessive Head Turn
326,18,Excessive Hand Movement
327,1,Excessive Head Turn
327,1,Excessive Hand Movement
327,3,Excessive Head Turn
327,3,Excessive Hand Movement
327,6,Excessive Head Turn
327,6,Excessive Hand Movement
328,2,Excessive Head Turn
328,2,Excessive Hand Movement
328,3,Excessive Head Turn
328,3,Excessive Hand Movement
328,6,Excessive Head Turn
328,6,Excessive Hand Movement
328,18,Excessive Head Turn
328,18,Excessive Hand Movement
329,1,Excessive Head Turn
329,1,Excessive Hand Movement
329,2,Excessive Head Turn
329,2,Excessive Hand Movement
329,3,Excessive Head Turn
329,3,Excessive Hand Movement
329,6,Excessive Head Turn
329,6,Excessive Hand Movement
329,18,Excessive Head Turn
329,18,Excessive Hand Movement
330,1,Excessive Head Turn
330,1,Excessive Hand Movement
330,3,Excessive Head Turn
330,3,Excessive Hand Movement
330,6,Excessive Head Turn
330,6,Excessive Hand Movement
331,2,Excessive Head Turn
331,2,Excessive Hand Movement
331,3,Excessive Head Turn
331,3,Excessive Hand Movement
331,6,Excessive Head Turn
331,6,Excessive Hand Movement
331,18,Excessive Head Turn
331,18,Excessive Hand Movement
332,1,Excessive Head Turn
332,1,Excessive Hand Movement
332,2,Excessive Head Turn
332,2,Excessive Hand Movement
332,3,Excessive Head Turn
332,3,Excessive Hand Movement
332,6,Excessive Head Turn
332,6,Excessive Hand Movement
333,2,Excessive Head Turn
333,2,Excessive Hand Movement
333,3,Excessive Head Turn
333,3,Excessive Hand Movement
333,6,Excessive Head Turn
333,6,Excessive Hand Movement
333,18,Excessive Head Turn
333,18,Excessive Hand Movement
334,2,Excessive Head Turn
334,2,Excessive Hand Movement
334,3,Excessive Head Turn
334,3,Excessive Hand Movement
334,6,Excessive Head Turn
334,6,Excessive Hand Movement
334,18,Excessive Head Turn
334,18,Excessive Hand Movement
334,20,Excessive Head Turn
335,1,Excessive Head Turn
335,1,Excessive Hand Movement
335,3,Excessive Head Turn
335,3,Excessive Hand Movement
335,6,Excessive Head Turn
335,6,Excessive Hand Movement
335,18,Excessive Head Turn
335,18,Excessive Hand Movement
335,20,Excessive Head Turn
336,1,Excessive Head Turn
336,1,Excessive Hand Movement
336,3,Excessive Head Turn
336,3,Excessive Hand Movement
336,6,Excessive Head Turn
336,6,Excessive Hand Movement
336,18,Excessive Head Turn
336,18,Excessive Hand Movement
337,1,Excessive Head Turn
337,1,Excessive Hand Movement
337,3,Excessive Head Turn
337,3,Excessive Hand Movement
337,6,Excessive Head Turn
337,6,Excessive Hand Movement
337,18,Excessive Head Turn
337,18,Excessive Hand Movement
337,20,Excessive Head Turn
338,3,Excessive Head Turn
338,3,Excessive Hand Movement
338,6,Excessive Head Turn
338,6,Excessive Hand Movement
338,18,Excessive Head Turn
338,18,Excessive Hand Movement
338,20,Excessive Head Turn
339,6,Excessive Head Turn
339,6,Excessive Hand Movement
339,18,Excessive Head Turn
339,18,Excessive Hand Movement
340,1,Excessive Head Turn
340,1,Excessive Hand Movement
340,3,Excessive Head Turn
340,3,Excessive Hand Movement
341,1,Excessive Head Turn
341,1,Excessive Hand Movement
341,3,Excessive Head Turn
341,3,Excessive Hand Movement
341,6,Excessive Head Turn
341,6,Excessive Hand Movement
341,18,Excessive Head Turn
341,18,Excessive Hand Movement
342,1,Excessive Head Turn
342,1,Excessive Hand Movement
342,18,Excessive Head Turn
342,18,Excessive Hand Movement
343,3,Excessive Head Turn
343,3,Excessive Hand Movement
343,6,Excessive Head Turn
343,6,Excessive Hand Movement
343,18,Excessive Head Turn
343,18,Excessive Hand Movement
343,20,Excessive Head Turn
344,1,Excessive Head Turn
344,1,Excessive Hand Movement
344,3,Excessive Head Turn
344,3,Excessive Hand Movement
344,6,Excessive Head Turn
344,6,Excessive Hand Movement
344,20,Excessive Head Turn
345,1,Excessive Head Turn
345,1,Excessive Hand Movement
345,3,Excessive Head Turn
345,3,Excessive Hand Movement
345,6,Excessive Head Turn
345,6,Excessive Hand Movement
345,18,Excessive Head Turn
345,18,Excessive Hand Movement
346,3,Excessive Head Turn
346,3,Excessive Hand Movement
346,6,Excessive Head Turn
346,6,Excessive Hand Movement
346,18,Excessive Head Turn
346,18,Excessive Hand Movement
347,3,Excessive Head Turn
347,3,Excessive Hand Movement
347,6,Excessive Head Turn
347,6,Excessive Hand Movement
347,18,Excessive Head Turn
347,18,Excessive Hand Movement
347,20,Excessive Head Turn
348,1,Excessive Head Turn
348,1,Excessive Hand Movement
348,3,Excessive Head Turn
348,3,Excessive Hand Movement
348,6,Excessive Head Turn
348,6,Excessive Hand Movement
348,20,Excessive Head Turn
349,1,Excessive Head Turn
349,1,Excessive Hand Movement
349,3,Excessive Head Turn
349,3,Excessive Hand Movement
349,6,Excessive Head Turn
349,6,Excessive Hand Movement
349,18,Excessive Head Turn
349,18,Excessive Hand Movement
349,20,Excessive Head Turn
349,20,Excessive Hand Movement
350,1,Excessive Head Turn
350,1,Excessive Hand Movement
350,3,Excessive Head Turn
350,3,Excessive Hand Movement
350,6,Excessive Head Turn
350,6,Excessive Hand Movement
350,18,Excessive Head Turn
350,18,Excessive Hand Movement
350,20,Excessive Head Turn
350,20,Excessive Hand Movement
351,1,Excessive Head Turn
351,1,Excessive Hand Movement
351,3,Excessive Head Turn
351,3,Excessive Hand Movement
351,18,Excessive Head Turn
351,18,Excessive Hand Movement
351,20,Excessive Head Turn
351,20,Excessive Hand Movement
352,1,Excessive Head Turn
352,1,Excessive Hand Movement
352,3,Excessive Head Turn
352,3,Excessive Hand Movement
352,6,Excessive Head Turn
352,6,Excessive Hand Movement
352,18,Excessive Head Turn
352,18,Excessive Hand Movement
353,3,Excessive Head Turn
353,3,Excessive Hand Movement
353,6,Excessive Head Turn
353,6,Excessive Hand Movement
353,18,Excessive Head Turn
353,18,Excessive Hand Movement
353,20,Excessive Head Turn
353,20,Excessive Hand Movement
354,1,Excessive Head Turn
354,1,Excessive Hand Movement
354,3,Excessive Head Turn
354,3,Excessive Hand Movement
354,6,Excessive Head Turn
354,6,Excessive Hand Movement
354,20,Excessive Head Turn
354,20,Excessive Hand Movement
355,1,Excessive Head Turn
355,1,Excessive Hand Movement
355,3,Excessive Head Turn
355,3,Excessive Hand Movement
355,6,Excessive Head Turn
355,6,Excessive Hand Movement
355,18,Excessive Head Turn
355,18,Excessive Hand Movement
356,3,Excessive Head Turn
356,3,Excessive Hand Movement
356,6,Excessive Head Turn
356,6,Excessive Hand Movement
356,18,Excessive Head Turn
356,18,Excessive Hand Movement
356,20,Excessive Head Turn
356,20,Excessive Hand Movement
357,3,Excessive Head Turn
357,3,Excessive Hand Movement
357,6,Excessive Head Turn
357,6,Excessive Hand Movement
357,18,Excessive Head Turn
357,18,Excessive Hand Movement
357,20,Excessive Head Turn
357,20,Excessive Hand Movement
358,1,Excessive Head Turn
358,1,Excessive Hand Movement
358,3,Excessive Head Turn
358,3,Excessive Hand Movement
358,6,Excessive Head Turn
358,6,Excessive Hand Movement
358,20,Excessive Head Turn
358,20,Excessive Hand Movement
359,3,Excessive Head Turn
359,3,Excessive Hand Movement
359,6,Excessive Head Turn
359,6,Excessive Hand Movement
360,1,Excessive Head Turn
360,1,Excessive Hand Movement
360,3,Excessive Head Turn
360,3,Excessive Hand Movement
360,6,Excessive Head Turn
360,6,Excessive Hand Movement
360,20,Excessive Head Turn
360,20,Excessive Hand Movement
361,3,Excessive Head Turn
361,3,Excessive Hand Movement
361,6,Excessive Head Turn
361,6,Excessive Hand Movement
361,18,Excessive Head Turn
361,18,Excessive Hand Movement
361,20,Excessive Head Turn
361,20,Excessive Hand Movement
362,1,Excessive Head Turn
362,1,Excessive Hand Movement
362,3,Excessive Head Turn
362,3,Excessive Hand Movement
362,6,Excessive Head Turn
362,6,Excessive Hand Movement
362,20,Excessive Head Turn
362,20,Excessive Hand Movement
363,1,Excessive Head Turn
363,1,Excessive Hand Movement
363,3,Excessive Head Turn
363,3,Excessive Hand Movement
363,6,Excessive Head Turn
363,6,Excessive Hand Movement
363,18,Excessive Head Turn
363,18,Excessive Hand Movement
363,20,Excessive Head Turn
363,20,Excessive Hand Movement
364,3,Excessive Head Turn
364,3,Excessive Hand Movement
364,6,Excessive Head Turn
364,6,Excessive Hand Movement
364,18,Excessive Head Turn
364,18,Excessive Hand Movement
364,20,Excessive Head Turn
364,20,Excessive Hand Movement
365,1,Excessive Head Turn
365,1,Excessive Hand Movement
365,6,Excessive Head Turn
365,6,Excessive Hand Movement
365,18,Excessive Head Turn
365,18,Excessive Hand Movement
365,20,Excessive Head Turn
365,20,Excessive Hand Movement
366,3,Excessive Head Turn
366,3,Excessive Hand Movement
366,6,Excessive Head Turn
366,6,Excessive Hand Movement
366,18,Excessive Head Turn
366,18,Excessive Hand Movement
366,20,Excessive Head Turn
366,20,Excessive Hand Movement
367,1,Excessive Head Turn
367,1,Excessive Hand Movement
367,6,Excessive Head Turn
367,6,Excessive Hand Movement
367,18,Excessive Head Turn
367,18,Excessive Hand Movement
367,20,Excessive Head Turn
367,20,Excessive Hand Movement
368,3,Excessive Head Turn
368,3,Excessive Hand Movement
368,6,Excessive Head Turn
368,6,Excessive Hand Movement
368,18,Excessive Head Turn
368,18,Excessive Hand Movement
368,20,Excessive Head Turn
368,20,Excessive Hand Movement
369,1,Excessive Head Turn
369,1,Excessive Hand Movement
369,3,Excessive Head Turn
369,3,Excessive Hand Movement
369,6,Excessive Head Turn
369,6,Excessive Hand Movement
369,18,Excessive Head Turn
369,18,Excessive Hand Movement
369,20,Excessive Head Turn
369,20,Excessive Hand Movement
370,1,Excessive Head Turn
370,1,Excessive Hand Movement
370,3,Excessive Head Turn
370,3,Excessive Hand Movement
370,6,Excessive Head Turn
370,6,Excessive Hand Movement
370,18,Excessive Head Turn
370,18,Excessive Hand Movement
371,1,Excessive Head Turn
371,1,Excessive Hand Movement
371,3,Excessive Head Turn
371,3,Excessive Hand Movement
371,18,Excessive Head Turn
371,18,Excessive Hand Movement
372,1,Excessive Head Turn
372,1,Excessive Hand Movement
372,3,Excessive Head Turn
372,3,Excessive Hand Movement
372,6,Excessive Head Turn
372,6,Excessive Hand Movement
372,18,Excessive Head Turn
372,18,Excessive Hand Movement
373,1,Excessive Head Turn
373,1,Excessive Hand Movement
373,3,Excessive Head Turn
373,3,Excessive Hand Movement
373,6,Excessive Head Turn
373,6,Excessive Hand Movement
374,1,Excessive Head Turn
374,1,Excessive Hand Movement
374,3,Excessive Head Turn
374,3,Excessive Hand Movement
374,6,Excessive Head Turn
374,6,Excessive Hand Movement
374,20,Excessive Head Turn
374,20,Excessive Hand Movement
375,1,Excessive Head Turn
375,1,Excessive Hand Movement
375,3,Excessive Head Turn
375,3,Excessive Hand Movement
375,6,Excessive Head Turn
375,6,Excessive Hand Movement
375,20,Excessive Head Turn
375,20,Excessive Hand Movement
376,1,Excessive Head Turn
376,1,Excessive Hand Movement
376,3,Excessive Head Turn
376,3,Excessive Hand Movement
376,6,Excessive Head Turn
376,6,Excessive Hand Movement
376,20,Excessive Head Turn
376,20,Excessive Hand Movement
377,1,Excessive Head Turn
377,1,Excessive Hand Movement
377,3,Excessive Head Turn
377,3,Excessive Hand Movement
377,6,Excessive Head Turn
377,6,Excessive Hand Movement
378,1,Excessive Head Turn
378,1,Excessive Hand Movement
378,3,Excessive Head Turn
378,3,Excessive Hand Movement
378,6,Excessive Head Turn
378,6,Excessive Hand Movement
378,18,Excessive Head Turn
378,18,Excessive Hand Movement
378,20,Excessive Head Turn
378,20,Excessive Hand Movement
379,3,Excessive Head Turn
379,3,Excessive Hand Movement
379,6,Excessive Head Turn
379,6,Excessive Hand Movement
380,1,Excessive Head Turn
380,1,Excessive Hand Movement
380,3,Excessive Head Turn
380,3,Excessive Hand Movement
380,6,Excessive Head Turn
380,6,Excessive Hand Movement
381,1,Excessive Head Turn
381,1,Excessive Hand Movement
381,3,Excessive Head Turn
381,3,Excessive Hand Movement
381,6,Excessive Head Turn
381,6,Excessive Hand Movement
382,1,Excessive Head Turn
382,1,Excessive Hand Movement
382,3,Excessive Head Turn
382,3,Excessive Hand Movement
382,6,Excessive Head Turn
382,6,Excessive Hand Movement
382,18,Excessive Head Turn
382,18,Excessive Hand Movement
382,20,Excessive Head Turn
382,20,Excessive Hand Movement
383,1,Excessive Head Turn
383,1,Excessive Hand Movement
383,3,Excessive Head Turn
383,3,Excessive Hand Movement
383,6,Excessive Head Turn
383,6,Excessive Hand Movement
383,20,Excessive Head Turn
383,20,Excessive Hand Movement
384,1,Excessive Head Turn
384,1,Excessive Hand Movement
384,3,Excessive Head Turn
384,3,Excessive Hand Movement
384,6,Excessive Head Turn
384,6,Excessive Hand Movement
384,18,Excessive Head Turn
384,18,Excessive Hand Movement
384,20,Excessive Head Turn
384,20,Excessive Hand Movement
385,3,Excessive Head Turn
385,3,Excessive Hand Movement
385,6,Excessive Head Turn
385,6,Excessive Hand Movement
385,18,Excessive Head Turn
385,18,Excessive Hand Movement
385,20,Excessive Head Turn
385,20,Excessive Hand Movement
386,1,Excessive Head Turn
386,1,Excessive Hand Movement
386,3,Excessive Head Turn
386,3,Excessive Hand Movement
386,6,Excessive Head Turn
386,6,Excessive Hand Movement
386,18,Excessive Head Turn
386,18,Excessive Hand Movement
386,20,Excessive Head Turn
386,20,Excessive Hand Movement
387,1,Excessive Head Turn
387,1,Excessive Hand Movement
387,3,Excessive Head Turn
387,3,Excessive Hand Movement
387,6,Excessive Head Turn
387,6,Excessive Hand Movement
387,18,Excessive Head Turn
387,18,Excessive Hand Movement
387,20,Excessive Head Turn
387,20,Excessive Hand Movement
388,1,Excessive Head Turn
388,1,Excessive Hand Movement
388,3,Excessive Head Turn
388,3,Excessive Hand Movement
388,6,Excessive Head Turn
388,6,Excessive Hand Movement
388,20,Excessive Head Turn
388,20,Excessive Hand Movement
389,1,Excessive Head Turn
389,1,Excessive Hand Movement
389,3,Excessive Head Turn
389,3,Excessive Hand Movement
389,6,Excessive Head Turn
389,6,Excessive Hand Movement
389,18,Excessive Head Turn
389,18,Excessive Hand Movement
389,20,Excessive Head Turn
389,20,Excessive Hand Movement
390,3,Excessive Head Turn
390,3,Excessive Hand Movement
390,6,Excessive Head Turn
390,6,Excessive Hand Movement
390,18,Excessive Head Turn
390,18,Excessive Hand Movement
390,20,Excessive Head Turn
390,20,Excessive Hand Movement
391,1,Excessive Head Turn
391,1,Excessive Hand Movement
391,3,Excessive Head Turn
391,3,Excessive Hand Movement
391,6,Excessive Head Turn
391,6,Excessive Hand Movement
391,18,Excessive Head Turn
391,18,Excessive Hand Movement
391,20,Excessive Head Turn
391,20,Excessive Hand Movement
392,1,Excessive Head Turn
392,1,Excessive Hand Movement
392,3,Excessive Head Turn
392,3,Excessive Hand Movement
392,6,Excessive Head Turn
392,6,Excessive Hand Movement
392,18,Excessive Head Turn
392,18,Excessive Hand Movement
392,20,Excessive Head Turn
392,20,Excessive Hand Movement
393,1,Excessive Head Turn
393,1,Excessive Hand Movement
393,3,Excessive Head Turn
393,3,Excessive Hand Movement
393,6,Excessive Head Turn
393,6,Excessive Hand Movement
393,18,Excessive Head Turn
393,18,Excessive Hand Movement
393,20,Excessive Head Turn
393,20,Excessive Hand Movement
394,1,Excessive Head Turn
394,1,Excessive Hand Movement
394,3,Excessive Head Turn
394,3,Excessive Hand Movement
394,6,Excessive Head Turn
394,6,Excessive Hand Movement
394,18,Excessive Head Turn
394,18,Excessive Hand Movement
394,20,Excessive Head Turn
394,20,Excessive Hand Movement
395,1,Excessive Head Turn
395,1,Excessive Hand Movement
395,3,Excessive Head Turn
395,3,Excessive Hand Movement
395,6,Excessive Head Turn
395,6,Excessive Hand Movement
395,18,Excessive Head Turn
395,18,Excessive Hand Movement
395,20,Excessive Head Turn
395,20,Excessive Hand Movement
396,3,Excessive Head Turn
396,3,Excessive Hand Movement
396,6,Excessive Head Turn
396,6,Excessive Hand Movement
396,18,Excessive Head Turn
396,18,Excessive Hand Movement
396,20,Excessive Head Turn
396,20,Excessive Hand Movement
397,1,Excessive Head Turn
397,1,Excessive Hand Movement
397,3,Excessive Head Turn
397,3,Excessive Hand Movement
397,6,Excessive Head Turn
397,6,Excessive Hand Movement
397,24,Excessive Hand Movement
398,18,Excessive Head Turn
398,18,Excessive Hand Movement
398,20,Excessive Head Turn
398,20,Excessive Hand Movement
398,24,Excessive Hand Movement
399,18,Excessive Head Turn
399,18,Excessive Hand Movement
399,20,Excessive Head Turn
399,20,Excessive Hand Movement
399,24,Excessive Hand Movement
400,1,Excessive Head Turn
400,1,Excessive Hand Movement
400,3,Excessive Head Turn
400,3,Excessive Hand Movement
400,6,Excessive Head Turn
400,6,Excessive Hand Movement
400,18,Excessive Head Turn
400,18,Excessive Hand Movement
400,20,Excessive Head Turn
400,20,Excessive Hand Movement
400,24,Excessive Hand Movement
401,1,Excessive Head Turn
401,1,Excessive Hand Movement
401,18,Excessive Head Turn
401,18,Excessive Hand Movement
401,20,Excessive Head Turn
401,20,Excessive Hand Movement
401,24,Excessive Hand Movement
402,1,Excessive Head Turn
402,1,Excessive Hand Movement
402,3,Excessive Head Turn
402,3,Excessive Hand Movement
402,6,Excessive Head Turn
402,6,Excessive Hand Movement
402,18,Excessive Head Turn
402,18,Excessive Hand Movement
402,20,Excessive Head Turn
402,20,Excessive Hand Movement
402,24,Excessive Hand Movement
403,1,Excessive Head Turn
403,1,Excessive Hand Movement
403,18,Excessive Head Turn
403,18,Excessive Hand Movement
403,20,Excessive Head Turn
403,20,Excessive Hand Movement
403,24,Excessive Hand Movement
404,1,Excessive Head Turn
404,1,Excessive Hand Movement
404,3,Excessive Head Turn
404,3,Excessive Hand Movement
404,6,Excessive Head Turn
404,6,Excessive Hand Movement
404,18,Excessive Head Turn
404,18,Excessive Hand Movement
404,20,Excessive Head Turn
404,20,Excessive Hand Movement
405,1,Excessive Head Turn
405,1,Excessive Hand Movement
405,3,Excessive Head Turn
405,3,Excessive Hand Movement
405,6,Excessive Head Turn
405,6,Excessive Hand Movement
406,1,Excessive Head Turn
406,1,Excessive Hand Movement
406,3,Excessive Head Turn
406,3,Excessive Hand Movement
406,24,Excessive Hand Movement
407,1,Excessive Head Turn
407,1,Excessive Hand Movement
407,3,Excessive Head Turn
